first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,newcust_age
Nobe,missing,Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7124999999999999,49.46748802190281
Stephen,missing,Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7124999999999999,26.026009582477755
Giselbert,missing,Male,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875,58.42573579739904
Shane,missing,Female,50,1980-10-29,no known,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875,37.16906228610541
Lisette,missing,Female,59,1940-10-26,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875,77.1772758384668
Kippar,missing,Male,13,1960-01-21,no known,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71,57.94113620807666
Xenia,missing,Female,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71,57.87542778918549
Essie,missing,Female,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7054999999999999,76.84052019164956
Cecil,missing,Male,52,1976-07-16,no known,not known,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7054999999999999,41.45653661875428
Lillis,missing,Female,50,1974-10-12,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7054999999999999,43.21697467488022
Ted,missing,Male,3,1959-08-01,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7054999999999999,58.41478439425051
Nixie,missing,Female,45,1956-12-04,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7039062500000001,61.07049965776865
Briana,missing,Female,5,1944-03-18,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7039062500000001,73.78507871321013
Cobbie,missing,Male,20,1956-03-19,Associate Professor,not known,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125,61.782340862423
Wrennie,missing,Female,23,1940-03-11,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125,77.80424366872005
Sibylla,missing,Female,73,1962-08-05,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125,55.403148528405204
Kariotta,missing,Female,8,1952-04-07,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125,65.73032169746749
Wylie,missing,Male,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125,51.38672142368241
Lizbeth,missing,Female,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125,21.31416837782341
Averil,missing,Male,93,1970-09-09,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125,47.30732375085558
Myrtie,missing,Female,70,1996-06-18,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125,21.533196440793976
Ross,missing,Male,17,1947-12-28,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7000000000000001,70.00684462696783
Sibby,missing,Female,25,1981-05-05,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7000000000000001,36.65434633812457
Selle,missing,Female,98,1978-03-27,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7,39.761806981519506
Andrew,missing,Male,58,1977-07-19,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7,40.44900752908966
Maurizia,missing,Female,95,1980-04-09,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7,37.724845995893226
Keenan,missing,Male,67,1994-12-23,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7,23.019849418206707
Davide,missing,Male,22,1941-02-23,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697,76.84873374401096
Renie,missing,Female,92,1992-10-10,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697,25.22108145106092
Willard,missing,Male,69,1938-09-02,no known,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697,79.32648870636551
Debby,missing,Female,53,1992-06-24,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.6906249999999999,25.516769336071185
Rockie,missing,Male,42,1978-04-20,no known,not known,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.6906249999999999,39.696098562628336
Harvey,missing,Male,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.6906249999999999,44.33401779603012
Patrice,missing,Male,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.6906249999999999,63.54277891854894
Arman,missing,Male,68,1977-10-07,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.6906249999999999,40.2299794661191
Gardiner,missing,Male,91,1991-06-01,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.6906249999999999,26.581793292265573
Cathleen,missing,Female,75,1950-11-06,Recruiting Manager,not known,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.6906249999999999,67.14852840520192
Thaddus,missing,Male,31,1957-12-10,no known,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69,60.054757015742645
Josepha,missing,Female,12,1961-11-03,Marketing Manager,not known,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69,56.15605749486653
Jillane,missing,Female,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875,43.493497604380565
Lynnell,missing,Female,44,1981-01-29,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875,36.917180013689254
Mandie,missing,Female,39,1974-12-25,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875,43.01437371663244
Ferdinand,missing,Male,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875,52.32032854209446
Suzy,missing,Female,44,1973-04-29,no known,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875,44.67077344284736
Emeline,missing,Female,37,1953-08-07,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875,64.39698836413416
Cissiee,missing,Female,99,1951-07-22,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875,66.44216290212184
Roldan,missing,Male,27,1975-11-18,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875,42.116358658453116
Barth,missing,Male,18,1946-08-22,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68,71.35660506502396
Alta,missing,Female,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68,18.116358658453116
Marc,missing,Male,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68,45.319644079397676
Bertine,missing,Female,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68,34.05612594113621
Wilbert,missing,Male,14,1983-05-18,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68,34.620123203285424
Seymour,missing,Male,28,1971-10-11,Structural Analysis Engineer,not known,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68,46.220396988364136
Miran,missing,Female,47,1975-07-09,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68,42.47775496235455
Dorotea,missing,Female,74,1950-10-12,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375,67.21697467488022
Jenny,missing,Female,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375,54.20670773442848
Hyman,missing,Male,8,1965-09-09,Senior Sales Associate,not known,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375,52.3066392881588
Beatrix,missing,Female,26,1966-10-18,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375,51.200547570157426
Nalani,missing,Female,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675,18.083504449007528
Inglebert,missing,Male,71,1966-01-30,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675,51.9151266255989
Brendis,missing,Male,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675,39.95619438740589
Jaimie,missing,Male,71,1972-10-23,VP Marketing,not known,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715,45.1854893908282
Glendon,missing,Male,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715,52.3586584531143
Morganica,missing,Female,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67,40.988364134154686
Calida,missing,Female,54,1969-03-06,Recruiting Manager,not known,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.6693749999999999,48.818617385352496
Hallsy,missing,Male,83,1970-03-11,Business Systems Development Analyst,not known,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.6693749999999999,47.80561259411362
Lanny,missing,Male,37,1997-10-23,Developer IV,not known,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.6693749999999999,20.186173853524984
Son,missing,Male,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.6693749999999999,24.15879534565366
Bartram,missing,Male,28,1956-09-15,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.6693749999999999,61.28952772073922
Halette,missing,Female,60,1961-12-10,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.6693749999999999,56.054757015742645
Killie,missing,Male,87,1997-03-28,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625,20.758384668035593
Mandi,missing,Female,40,1992-04-07,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625,25.730321697467488
Kylila,missing,Female,94,1945-06-11,Assistant Manager,not known,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.6625000000000001,72.55304585900069
Yardley,missing,Male,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625000000000001,26.819986310746064
Shepperd,missing,Male,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625000000000001,36.71184120465435
Hamel,missing,Male,11,1990-04-04,Structural Engineer,not known,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625000000000001,27.73990417522245
Fancie,missing,Female,68,1966-09-17,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625000000000001,51.285420944558524
Zebulen,missing,Male,52,1963-09-01,Senior Developer,not known,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625000000000001,54.32991101984942
Micheil,missing,Male,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66,42.27789185489391
Cecily,missing,Female,42,1947-06-12,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66,70.55167693360711
Glory,missing,Female,49,1939-09-09,no known,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875,78.30800821355236
Sinclair,missing,Male,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875,43.854893908282
Tomaso,missing,Male,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875,16.706365503080082
Gilli,missing,Female,70,1948-03-02,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625,69.82888432580424
Errick,missing,Male,87,1998-08-19,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625,19.364818617385353
Damian,missing,Male,43,1976-07-19,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625,41.44832306639288
Agnola,missing,Female,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545,37.99041752224504
Riki,missing,Female,25,1962-05-12,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125,55.63586584531143
Mikol,missing,Male,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125,42.43394934976044
Phyllis,missing,Female,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65,46.97056810403833
Burt,missing,Male,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125,67.709787816564
Trudie,missing,Female,45,1960-07-04,no known,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125,57.489390828199866
Frederigo,missing,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646,52.79397672826831
Glenda,missing,Female,87,1974-06-17,Quality Control Specialist,not known,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64,43.53730321697468
Darb,missing,Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64,48.57221081451061
Cal,missing,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64,21.78507871321013
Stephani,missing,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64,44.251882272416154
Meade,missing,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64,35.68240930869268
Flore,missing,Female,79,1978-06-21,no known,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375,39.526351813826146
Leighton,missing,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375,44.02190280629706
Petr,missing,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375,30.16016427104723
Yorgos,missing,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375,67.30732375085557
Simmonds,missing,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375,15.986310746064339
Hagen,missing,Male,93,1983-02-08,no known,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375,34.8911704312115
Cazzie,missing,Male,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375,57.24572210814511
Geoff,missing,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375,18.85284052019165
Simonette,missing,Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375,27.734428473648187
Deirdre,missing,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375,52.02190280629706
Andrea,missing,Female,86,1938-08-05,no known,not known,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375,79.4031485284052
Juliann,missing,Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375,70.04243668720055
Janaye,missing,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375,33.045859000684466
Dylan,missing,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63,64.74469541409994
Mel,missing,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875,28.438056125941138
Elvin,missing,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875,24.577686516084874
Sonni,missing,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875,29.82067077344285
Kellina,missing,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625,51.945242984257355
Yuma,missing,Male,40,1972-11-10,no known,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625,45.13620807665982
Ashleigh,missing,Female,46,1996-04-05,Budget/Accounting Analyst III,not known,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.6242187499999999,21.73579739904175
Therese,missing,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.6242187499999999,36.42436687200548
Pansie,missing,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6204999999999999,53.48117727583847
Reinaldos,missing,Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6204999999999999,62.95687885010267
Calhoun,missing,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6204999999999999,25.21286789869952
Winn,missing,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62,23.718001368925393
Rafi,missing,Male,89,1956-08-12,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625,61.38261464750171
Fey,missing,Female,48,1957-09-04,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625,60.32032854209446
Verne,missing,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125,35.780971937029435
Eleonora,missing,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125,37.686516084873375
Fayre,missing,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125,25.21286789869952
Eachelle,missing,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612,43.92607802874743
Carl,missing,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612,44.80219028062971
Cordie,missing,Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375000000001,63.27446954140999
Jackie,missing,Male,21,1955-11-09,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.6056249999999999,62.1409993155373
Carroll,missing,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6034999999999999,66.34907597535934
Frans,missing,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6034999999999999,48.24093086926762
Amara,missing,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6,51.11841204654346
Anthony,missing,Male,7,1938-06-08,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6,79.56194387405887
Cherye,missing,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6,36.48733744010951
Ansell,missing,Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6,68.38603696098562
Erminie,missing,Female,64,1982-03-09,no known,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625,35.81108829568789
Rosene,missing,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625,43.611225188227245
Darlleen,missing,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625,37.29226557152635
Bryon,missing,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.5950000000000001,66.89938398357289
Sherwin,missing,Male,71,1947-07-13,Project Manager,not known,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.5950000000000001,70.46680355920603
Luci,missing,Female,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.5950000000000001,65.58521560574948
Sloan,missing,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.5950000000000001,53.13620807665982
Otes,missing,Male,67,1940-11-25,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595,77.09514031485284
Davie,missing,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595,32.030116358658454
Dorolice,missing,Female,46,1961-01-15,no known,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5874999999999999,56.955509924709105
Meade,missing,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5874999999999999,49.100616016427104
Rikki,missing,Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5874999999999999,72.55304585900069
Adria,missing,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5874999999999999,39.474332648870636
Dmitri,missing,Male,72,1991-02-06,no known,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5874999999999999,26.89664613278576
Maddalena,missing,Female,61,1952-12-09,Help Desk Operator,not known,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5874999999999999,65.056810403833
Rand,missing,Male,34,2000-04-10,Software Consultant,not known,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5874999999999999,17.72210814510609
Rowen,missing,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5864999999999999,57.686516084873375
Boothe,missing,Male,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5864999999999999,77.61806981519507
Noak,missing,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5864999999999999,52.6570841889117
Callean,missing,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375,29.0403832991102
Keelby,missing,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375,29.32785763175907
Rodrique,missing,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375,39.40041067761807
Brod,missing,Male,46,1966-11-05,Budget/Accounting Analyst III,not known,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375,51.15126625598905
